Alienable,Alienable
Alimony,Alimony
Aliphatic,Aliphatic
Aliquot,Aliquot
Alkaloid,Alkaloid
Alkane,Alkane
Alkyne,Alkyne
Allah,Allah
Allay,Allay
Allege,Allege
Allegretto,Allegretto
Allegro,Allegro
Alleluia,Alleluia
Allen,Allen
Allotropy,Allotropy
Alma,Alma
Almanac,Almanac
Almoner,Almoner
Aloft,Aloft
Alp,Alp
Alpaca,Alpaca
Alpha,Alpha
Alpine,Alpine
Alsatian,Alsatian
Alter,Alter
Alumina,Alumina
Aluminize,Aluminize
Alyssum,Alyssum
Am,Moist| Yin
Am am,Whew
Am anh,Haunt| Haunting| Obsess| Obsession| Obstinate| Phobia
Am ap,Cosy| Cozy| Warm
Am chi,Allude| Allusion
Am cung,Homey
Am dam,Bleak
Am dao,Vagina
Am dieu,Intonation
Am do,Subzero
Am dun nuoc,Kettle
Am dun nuoc ca,Fish-kettle
Am giai,Gamut| Tonality
Am ho,Pussy
Am hoc,Acoustic| Acoustics
Am len,Warm-up
Am lich,Lunar
Am long,Heart-warming
Am luoi kho,Tongue-twister
Am luong,Glasnost| Volume
Am mon,Vulva
Am muu,Cabal| Conspiracy| Conspire| Intrigue| Machination
Am nhac,Music| Musical
Am nhac hoc,Musicology
Am phu,Infernal
Am sac,Timbre| Timbrel
Am sat,Assassinate
Am thanh,Audio| Sound| Sounding
Am thanh ,Audio-
Am thanh cua,Clangor
Am thanh noi,Stereo| Stereophonic
Am thanh noi ,Stereo-
Am thanh san khau,Sounding-board
Am thanh vuot muc,Voice-over
Am thap,Low-pitched
Am thoa,Diapason| Tuning-fork
Am thuc,Cuisine| Culinary
Am tiet,Syllabic| Syllable| Syllogism
Am tieu,Diacritic
Am tra,Teapot
Am tram,Bass| Basso
Am tram kep,Double-bass
Am u,Murky| Nebulous
Am uot,Humid
Am vang,Reverberate
Am vat,Clitoris
Am vi hoc,Phonology
Amanuensis,Amanuensis
Amaryllis,Amaryllis
Amazon,Amazon
Ameliorate,Ameliorate
Amen,Amen
Americium,Americium
Amharic,Amharic
Amiang,Asbestos
Amidan,Tonsil
Amin,Amine
Amino,Amino
Amip,Amoeba
Amir,Amir
Amnion,Amnion
Amok,Amok
Amoniac,Ammonia
Amonite,Ammonite
Amonsure,Tonsure
Ampe,Ampere
Ampe ke,Ammeter
Ampelopsis,Ampelopsis
Amphetamine,Amphetamine
Amphora,Amphora
Ampoule,Ampoule
Ampulla,Ampulla
Amuck,Amuck
An,Ate| Comer| Eat| Eating| Ingest| Manger
An Au,Indo-european
An Do giao,Hinduism
An Lenh,Decree
An anh,Photogenic
An cap,Rubato| Steal| Stolen
An chay,Vegetarian
An cho no,Satiate
An cuop,Robbery
An danh,Incognito| Incognizant
An dat,Recluse| Seclude
An di,Hideaway
An duoc,Eatable| Edible
An gian,Defraud
An giau,Hidden
An han,Regretful| Self-reproach
An kieng,Dietetic| Dietetics
An mac dep,Dressy| Well-dressed
An mac loi thoi,Dressing-down
An mieng tra mieng,Dibble
An mon,Corrode| Corrosion
An nan,Contrite| Penitent| Repent
An nap,Hide-out
An no?i hoa?t ba?t,Voluble
An qua nhieu,Overeat
An sau,Ingrained| Ingrowing
An sau buom,Moth-eaten
An si,Anchorite
An tap,Omnivorous
An tat ca,Mange-tout
An tham,Guzzle
An than,Sedation| Sedition
An thit,Carnivorous| Granivorous
An thit dong loai,Cannibalize
An thit nguoi,Cannibal
An toan,Safe
An trom,Burglar| Burglary
An tuong,Impious| Impression| Impressive
An tuong tot,Well-attended
An ui,Comfit| Comfort| Solace
An xa,Amnesty| Pardon
An xin,Cadge
Anabaptist,Anabaptist
Anachronism,Anachronism
Anaconda,Anaconda
Analog,Analog
Analogue,Analogue
Anapaest,Anapaest
Anathema,Anathema
Anc,Anc
Anchorage,Anchorage
Anchorman,Anchorman
Andante,Andante
Andehit,Aldehyde
Andiron,Andiron
Android,Android
Aneroid,Aneroid
Anew,Anew
Ang ten,Antenna
Angelus,Angelus
Anglo ,Anglo-
Anglo Norman,Anglo-norman
Anglo saxon,Anglo-saxon
Anglophile,Anglophile
Angora,Angora
Angostura,Angostura
Angstrom,Angstrom
Angular,Angular
Anh,Pict
Anh ,Photo-
Anh An,Anglo-indian
Anh Phap,Anglo-french
Anh ay co,Ha
Anh ay da,He'd
Anh ay da co no,Megavolt
Anh ay gat dau,Innuit
Anh ay la,He's
Anh ba chieu,Hologram
Anh ban,Dude
Anh bia,Banderole| Banner
Anh ca,Eldest
Anh chi em ho,Cousin
Anh chup duoi,Undershot
Anh chup nguoc,Upshot
Anh chup nhanh,Snapshot
Anh cua me ke,Stepbrother
Anh em cung cha khac me,Half-brother
Anh em ruot,Sibling
Anh ghep,Collage
Anh giao,Anglican| Anglicism| Anglo-catholic
Anh hoa,Anglicize
Anh hung,Hero| Heroic
Anh hung duoc ton kinh,Hero-worship
Anh hung skelter,Helter-skelter
Anh huong,Affect| Affectation| Affected| Influence
Anh minh hoa,Artwork
Anh nen,Candlelight
Anh quoc,Uk
Anh re,Brother-in-law
Anh sang,Glow| Luminary
Anh sang ban dem,Night-light
Anh sang ban ngay,Daylight
Anh sang lap lanh,Glimmer
Anh sang mat troi,Sunlight| Sunshine
Anh sang quy,Quarter-light
Anh sang ruc ro,Afterglow
Anh sao,Starlight| Starlit
Anh ta,He| Him| Ipso
Anh ta da lam,Facia
Anh ta la dan ong,He-man
Anh trai,Bister| Brother
Anh trang,Moonbeam| Moonlight| Moonlit
Aniline,Aniline
Animosity,Animosity
Animus,Animus
Anion,Anion
Anken,Alkene
Ankylosis,Ankylosis
Annatto,Annatto
Anneal,Anneal
Annelid,Annelid
Annul,Annul
Annular,Annular
Anodize,Anodize
Anon,Anon
Anon ,Anon.
Anorak,Anorak
Antagonize,Antagonize
Ante post,Ante-post
Antechamber,Antechamber
Antedate,Antedate
Anthill,Anthill
Anthropocentric,Anthropocentric
Anthropoid,Anthropoid
Anthropomorphous,Anthropomorphous
Anti semite,Anti-semite
Antichrist,Antichrist
Anticlerical,Anticlerical
Anticlimax,Anticlimax
Anticyclone,Anticyclone
Antilog,Antilog
Antilogarithm,Antilogarithm
Antimacassar,Antimacassar
Antimon,Antimony
Antinomian,Antinomian
Antinomy,Antinomy
Antinovel,Antinovel
Antiphon,Antiphon
Antipodes,Antipodes
Antipope,Antipope
Antirrhinum,Antirrhinum
Antisocial,Antisocial
Antitetanus,Antitetanus
Antitrades,Antitrades
Antrum,Antrum
Anvil,Anvil
Ao,Pond| Virtual
Ao blazer,Blazer
Ao ca sa,Cassock| Soutane
Ao canh,Blouse
Ao choang,Cloak| Dressing-gown| Frock-coat| Gown| Mantle| Overcoat| Robe
Ao choang ngoai,Coat| Kaput
Ao choang tam,Bathrobe
Ao choang va dao gam,Cloak-and-dagger
Ao dai,Tunic
Ao den,Blackshirt
Ao duoi tom,Coat-tail| Tailcoat| Tuxedo
Ao ghi le,Waistcoat
Ao giac,Hallucinate| Hallucination| Illusion| Psychedelia| Psychedelic
Ao giap,Armor| Armour
Ao gio,Wind-break
Ao goi,Pillowcase
Ao khoac,Blouson| Greatcoat| Jacket
Ao khoac bui,Dust-jacket
Ao khoac da,Dinner-jacket| Forswear| Leather-jacket
Ao khoac do,Redcoat
Ao khoac eo,Strait-jacket
Ao khoac go,Lumber-jacket
Ao khoac re ngoi,Turncoat
Ao khoac vai tho,Duffle-coat
Ao len,Sweater
Ao lien quan,Bodysuit
Ao lot,Undercoat| Undergarment| Undershirt
Ao mua,Raincoat| Rainwear
Ao ngu,Nightgown
Ao ni,Sweatshirt
Ao nit,Cardigan
Ao nit nguc,Corset
Ao phao,Life-jacket
Ao so mi,Chemise| Dress-shirt| Shirt| Shirtsleeve| Shirty
Ao thuat,Magic
Ao thun,T-shirt
Ao tuong,Delusion
Ao vest,Vest
Ao yem,Camisole
Aob,Aob
Ap,Hamlet
Ap buc,Oppress| Oppressive
Ap chao,Sear
Ap chot,Penultimate
Ap dat,Impose
Ap dung,Applicable
Ap dung lai,Reapply
Ap dung sai,Misapply
Ap ke,Barometer
Ap xe,Abscess
Apace,Apace
Apache,Apache
Ape,Ape
Aphelion,Aphelion
Aphis,Aphis
Apiary,Apiary
Apical,Apical
Apish,Apish
Aplomb,Aplomb
Apogee,Apogee
Apophthegm,Apophthegm
Apoplexy,Apoplexy
Apostrophe,Apostrophe
Apothecaries ,Apothecaries'
Apotheosis,Apotheosis
Appal,Appal
Appurtenance,Appurtenance
AprilA�s ski,AprÃ¨s-ski
Apropos,Apropos
Apse,Apse| Apsis
Aqua,Aqua
Aqualung,Aqualung
Aquamarine,Aquamarine
Aquaplane,Aquaplane
Aquatint,Aquatint
Arabesque,Arabesque
Arachnid,Arachnid
Araldite,Araldite
Arboreal,Arboreal
Arborescent,Arborescent
Arcadian,Arcadian
Arcane,Arcane
Archaean,Archaean
Archaeopteryx,Archaeopteryx
Archangel,Archangel
Archdeacon,Archdeacon
Archduke,Archduke
Archean,Archean
Archetype,Archetype
Archidiaconal,Archidiaconal
Archiepiscopal,Archiepiscopal
Archimandrite,Archimandrite
Archivist,Archivist
Ardor,Ardor| Ardour
Arete,ArÃªte
Argon,Argon
Argus,Argosy| Argus
Argy bargy,Argy-bargy
Aristotelian,Aristotelian
Ark,Ark
Armada,Armada
Armadillo,Armadillo
Armlet,Armlet
Armorial,Armorial
Arpeggio,Arpeggio
Arrack,Arrack
Arrant,Arrant
Arras,Arras
ArriA�re penee,ArriÃ¨re-pensÃ©e
Arris,Arris
Arsenal,Arsenal
Artesian,Artesian
Arty,Arty
Arum,Arum
Aryan,Aryan
Asafoetida,Asafoetida
Ascii,Ascii
Ascorbic,Ascorbic
Ashen,Ashen
Ashkenazi,Ashkenazi
Ashlar,Ashlar
Ashram,Ashram
Ashy,Ashy
Asp,Asp
Aspen,Aspen
Asperity,Asperity
Aspersion,Aspersion
Asphodel,Asphodel
Aspidistra,Aspidistra
Aspirin,Aspirin
Assegai,Assegai
Assonance,Assonance
Assuage,Assuage
Ast,Ast
Astatine,Astatine
Aster,Aster
Astern,Astern
Astir,Astir
Astonish,Astonish
Astraddle,Astraddle
Astrakhan,Astrakhan
Astral,Astral
Astride,Astride
Astrolabe,Astrolabe
At chu,Ace
Atavism,Atavism
Atiso,Artichoke
Atoll,Atoll
Atomize,Atomize
Atomizer,Atomizer
Atonal,Atonal
Atropine,Atropine
Attar,Attar
Attitudinize,Attitudinize
Attune,Attune
Au A,Eurasian
Au dam,Paedophile| Paedophilia| Pedophile| Pedophilia
Au trung,Larva
Au yem,Cuddly
Aubergine,Aubergine
Aubrietia,Aubrietia
Auburn,Auburn
Augean,Augean
Auger,Auger
Aught,Aught
Augury,Augury
Augustan,Augustan
Auk,Auk
Auld,Auld
Aural,Aural
Aureate,Aureate
Aureole,Aureole
Auricle,Auricle
Auricula,Auricula
Auriferous,Auriferous
Aurochs,Aurochs
Aussie,Aussie
Austral,Austral
Autarchy,Autarchy
Autarky,Autarky
Autobahn,Autobahn
Autocrat,Autocrat
Autocross,Autocross
Autocue,Autocue
Automaton,Automaton
Auxin,Auxin
Avarice,Avarice
Ave,Ave
Ave ,Ave.
Avert,Avert
Avesta,Avesta
Aviary,Aviary
Avid,Avid
Avionics,Avionics
Avocet,Avocet
Avoirdupois,Avoirdupois
Avow,Avow
Avuncular,Avuncular
Awash,Awash
Awe,Awe
Aweigh,Aweigh
Awl,Awl
Awn,Awn
Awol,Awol
Axetat,Acetate
Axeton,Acetone
Axetylen,Acetylene
Axil,Axil
Axit,Acid
Axolotl,Axolotl
Ayatollah,Ayatollah
Aztec,Aztec
Azure,Azure
B,B
B ,B.
B f ,B.f.
B h p ,B.h.p.
B mus ,B.mus.
B sc ,B.sc.
B th u ,B.th.u.
BAN,Tine
Ba,Grandma| Mamba| Mrs
Ba ,Ny
Ba ben,Trilateral| Tripartite
Ba cach,Three-way
Ba chieu,Three-dimensional
Ba chu,Hostess
Ba chu nha,Landlady
Ba diem,Three-point
Ba dien,Madwoman
Ba dong,Three-line
Ba gia,Granny
Ba lop,Three-ply
Ba manh,Three-piece
Ba mau,Tricolor| Tricolour
Ba me,Mousy
Ba mon phoi hop,Triathlon
Ba muoi,Thirty
Ba muoi chin,Thirty-nine
Ba nam,Triennial
Ba ngoai,Grandmother
Ba ngoi,Trinitarian
Ba nhon,Sebaceous
Ba phan tu,Three-quarter| Three-quarters
Ba tang,Three-decker
Ba thu tieng,Trilingual
Ba tram nam,Tercentenary
Ba tuoc,Earl
Ba?n ghi nho,Memo
Ba?o ve?,Guard
Baa,Baa
Babel,Babel
Babygro,Babygro
Bac,Silvery| Sliver
Bac Tay Bac,North-north-west
Bac au,Nordic
Bac ba,Hieratic| Tervalent
Bac cau,Bridging| Transitive
Bac cuc,Arctic
Bac dong,North-easterly
Bac gai,Auntie
Bac ha,Peppermint| Spearmint
Bac hai,Quadratic
Bac si,Physician
Bac si nha khoa,Dentist
Bac si phau thuat,Surgeon
Bac si phu thuy,Witch-doctor
Bac si san khoa,Obstetrician
Bac si thu y,Veterinarian
Bac thang,Stepping-stone
Bac thang tro lai,Ladder-back
Bac thay,Master
Baccarat,Baccarat
Bacchanalia,Bacchanalia
Bacchic,Bacchic
Baccy,Baccy
Bach Duong,Aries
Bach cau,Leucocyte
Bach chi,Angelica
Bach dan,Eucalyptus
Bach duong,Birch
Bach hau,Diphtheria
Bach huyet,Lymph| Lymphatic
Bach khoa,Polytechnic
Bach khoa toan thu,Encyclopedia| Encyclopedic
Bach kim,Platinum
Bach tang,Albino
Bach tuoc,Octopus
Bachnat,Bacchant
Bacillus,Bacillus
Back break,Back-breaking
Back to back,Back-to-back
Backbiting,Backbiting
Backchat,Backchat
Backcomb,Backcomb
Backhander,Backhander
Backlist,Backlist
Backslide,Backslide
Backspace,Backspace
Backspin,Backspin
Backstitch,Backstitch
Backstreet,Backstreet
Backwater,Backwater
Backwoods,Backwoods
Baddy,Baddy
Bade,Bade
Bafta,Bafta
Bah,Bah
Bahai,Baha'i
Bai,Blob
Bai an tuong,Post-impressionism
Bai bac,Gambol
Bai bao,Article
Bai bo,Abolition| Abrogate| Repeal
Bai bo quy dinh,Deregulate
Bai chua,Dumps
Bai co,Lawn
Bai da,Stoneground
Bai dau xe,Parking-lot
Bai giang,Homily| Sermon
Bai hat,Song
Bai hat Thien nga,Swansong
Bai hat dan gian,Folk-song
Bai hat noi,Cradle-song
Bai hoang hau,Queen-post
Bai hoc,Lecture| Lesson
Bai kiem tra,Test
Bai liet,Palsy
Bai min,Minefield
Bai ngoai,Xenophobia
Bai noi mo man,Pleasantry
Bai phe lieu,Scrapyard
Bai rac,Dump| Landfill
Bai tap the duc,Calisthenics
Bai tap ve nha,Homework
Bai tho,Poem
Bai thuyet trinh,Presentation
Bai tiet,Excrement| Excreta| Excrete| Excruciating
Bai van,Essay
Bai vo,Fretwork
Bai vua,King-post
Bailey,Bailey
Baize,Baize
Bakelite,Bakelite
Bakers,Baker's
Bakewell,Bakewell
Baking soda,Baking-soda
Baklava,Baklava
Balaclava,Balaclava
Balalaika,Balalaika
Balderdash,Balderdash
Baleen,Baleen
Balk,Balk
Balkan,Balkan
Balladry,Balladry
Ballboy,Ballboy
Ballista,Ballista
Ballocking,Ballocking
Balls up,Balls-up
Bally,Bally
Ballyhoo,Ballyhoo
Balm,Balm
Balo,Backpack
Balsa,Balsa
Balsam,Balsam
Baluster,Baluster
Bam chat,Clung
Bam coi,Honk| Klaxon
Bam huyet,Reflexology
Bam sinh,Congenital| Inborn| Innate
Bam tim,Bruise
Bam viu,Cling
Ban,Ban| Busy| Dig| Os| Sell| Shook| Shoot| Shot| Stol| Tabla| Table| Ticking| You
Ban Chan,Foot| Pied
Ban ballad,Ballad
Ban ban,Ju-ju
Ban be,Buddy| Friend
Ban boi,Sell-by
Ban ca,Pot-shot
Ban cafe,Coffee-table
Ban cau,Hemisphere
Ban chai,Brushwork
Ban chai danh rang,Toothbrush
Ban chai toc,Hairbrush
Ban chan truoc,Forefoot
Ban cho,Dower| Grant| Subvention
Ban chuyen nghiep,Semi-professional
Ban co,Chessboard
Ban cong,Balcony
Ban cung,Archery| Impoverish
Ban cung choi,Playmate
Ban cung lop,Classmate
Ban cung phong,Flatmate| Room-mate
Ban da,You've
Ban dan,Pinball
Ban dang dua,Blemish
Ban dao,Peninsula
Ban dap,Pedal| Pediment| Peduncle
Ban dau,Initial
Ban dau gia,Auction
Ban dem,Night-time
Ban di chuot,Footpad
Ban dia,Indigenous
Ban dia hoa,Localize
Ban do,Carte| Map| Scarlatina
Ban do hoc,Cartography
Ban do phac hoa,Sketch-map
Ban dong hanh,Companion| Companionship| Partner
Ban duoi,Undersold
Ban gai,Girlfriend
Ban ghi lai,Rescript
Ban ghi nho,Memorandum
Ban giam doc,Directorate
Ban giam khao,Jury-box
Ban giao,Hand-over
Ban hanh,Promulgate
Ban hanh lai,Re-enact
Ban het,Sell-out
Ban hien,Muddy
Ban in thach ban,Lithograph
Ban ket,Semifinal
Ban khoan,Fretful
Ban kinh,Radius
Ban la,You're
Ban la lua,Fire-irons
Ban lai,Resale| Resell| Resold| Undersell
Ban lam viec,Desk| Workbench| Worktop
Ban lan,Diving-board
Ban lanh nghe,Semi-skilled
Ban le,Retail
Ban luan,Discuss
Ban luot,Semi-skimmed
Ban nang,Instinct
Ban nat,Battered
Ban nga,Determinant
Ban ngay,Daytime
Ban ngoai,Outsell
Ban ngu,Vernacular
Ban nhac,Band
Ban nhanh,Quick-fire
Ban noi kho,Crony
Ban phi tieu,Dartboard
Ban phim,Keyboard| Keypad
Ban phuoc,Bless| Blessing
Ban qua thu,Pen-friend| Pen-pal
Ban quan ly,Management
Ban quan su,Paramilitary
Ban quy,Semiprecious
Ban quyen,Copyright
Ban ron,Bushed
Ban ron hon,Bustier
Ban rong,Peddle
Ban sao,Replica
Ban se,You'd| You'll
Ban si,Wholesale
Ban so,Primal
Ban song cong,Half-duplex
Ban sung,Firing
Ban sung truong,Rifle-shot
Ban tach roi,Semi-detached
Ban tai,Ex
Ban tam,Concern| Preoccupy
Ban tau,Shipmate
Ban tay dai,Longhand
Ban tay ngan,Short-handed
Ban tay san khau,Stage-hand
Ban ten,Denominate
Ban tham,Semi-permeable
Ban than,Fuddy-duddy| Oneself| Pelf| Self
Ban than ,Self-
Ban than anh ay,Himself| Sam
Ban than toi,Thyself
Ban thang,Point-blank
Ban thao,Draft| Manuscript
Ban thit,Butchery
Ban thiu,Dirty| Filth| Filthy| Nasty| Sordid
Ban tho,Altar| Altarpiece
Ban thoi gian,Part-time
Ban thu ky,Secretariat
Ban thuy trieu,Tidetable
Ban tien,Mean
Ban tin,Bulletin| Newsletter
Ban tin ban nghi,Semblance| Semi-conscious
Ban tinh,Abacus
Ban tom tat,Summary
Ban trai,Boyfriend
Ban trang diem,Dressing-table
Ban trua,Noonday
Ban tuong trinh,Statement
Ban ui,Ironing-board
Ban ui phang,Flat-iron
Ban ve thiet ke,Blueprint
Ban viet,Escritoire| Writing-desk
Ban vo le,Half-volley
Ban xoay,Turntable
Bandeau,Bandeau
Bandicoot,Bandicoot
Bandmaster,Bandmaster
Bandog,Bandog
Bandolier,Bandolier
Bandsman,Bandsman
Bang,Bang| Tabular| Tape
Bang am thanh,Audiotape
Bang bao gia,Quotation
Bang bo,Bandage| Blaspheme| Blasphemy| Profane
Bang bo mo hoi,Sweat-band
Bang ca,Stretcher
Bang cach,Byway
Bang cach ay,Thereby
Bang cach nao do,Somehow
Bang cach nay,Hereby
Bang cap,Degree| Degrees| Diploma| Qualification
Bang cassette,Cassette
Bang cau hoi,Questionnaire
Bang chu cai,Alphabet
Bang chu giai,Glossary
Bang chung,Proof
Bang chuyen,Carousel
Bang dan,Pasteboard| Plaster| Ticker-tape
Bang dang,Gangly
Bang dang chuoi,Chain-gang
Bang den,Blackboard
Bang diem,Scoreboard| Transcript
Bang dieu khien,Panel| Panel-beater
Bang do,Headband
Bang du kien,Factsheet
Bang duong bo,Byroad
Bang ghe dai,Cross-bench
Bang ghe sau,Back-bencher
Bang ghe truoc,Front-bencher
Bang ghi chu,Notice-board
Bang ghim,Pin-table
Bang gia,Frosty| Icy| Quorate
Bang giua,Centerboard
Bang go,Wooden
Bang hieu,Signboard
Bang huyet,Haemorrhage
Bang lang,Lager
Bang loi noi,Verbal| Verbalize
Bang lon,Bargeboard
Bang long,Consent| Contentment
Bang mau,Palette
Bang mien phi,Freeboard
Bang ngon tay,Finger-board
Bang nhom,Gang| Gangue
Bang phan cong,Roster
Bang phang,Flat
Bang phien,Mothball
Bang phu,Sideboards
Bang qua,Across| Crossing
Bang rua,Washboard
Bang sang che,Patent
Bang tai,Conveyor
Bang tam,Clipboard
Bang tang,Armband
Bang ten,Peruke
Bang the,Card-table
Bang thoat nuoc,Draining-board
Bang thoi tiet,Weatherboard
Bang thong,Bandwidth
Bang tien si ,Ph.d.
Bang tinh,Spreadsheet| Worksheet
Bang tong hop,Groundsheet
Bang van ban,Written
Bang ve,Drawing-board
Bang ve sinh,Tampon
Bang video,Videotape
Banger,Banger
Banh,Cake| Gateau| Pie
Banh Pretzel,Pretzel
Banh bao,Dumpling
Banh da,Flywheel| Rock-cake
Banh dau,Oilcake
Banh keo,Confectionery
Banh kep,Pancake
Banh lai,Driving-wheel| Rudder
Banh mi,Bread| Breadfruit| Breadline
Banh mi dai,Baguette
Banh mi gion,Crispbread
Banh mi kep pho mai,Cheeseburger
Banh mi kep thit,Burger
Banh mi ngot,Sweetbread
Banh mi nuong,Toastmaster
Banh mi sandwich,Sandwich
Banh mi tron,Bagel
Banh ngan,Shortcake
Banh pudding,Pudding
Banh quy,Biscuit| Cookie
Banh quy gion,Crackers
Banh quy nuoc,Water-biscuit
Banh rang,Gear
Banh rang cua,Cog-wheel
Banh sung bo,Croissant
Banh tao,Apple-pie
Banh to,Highball
Banh tra,Teacake
Banh trang,Rice-paper
Banh vong,Donut| Doughnut
Banh xe,Gearwheel| Kola| Treadwheel| Wheedle| Wheel
Banh xe cau nguyen,Prayer-wheel
Banh xe cheo,Paddle-wheel
Banh xe nuoc,Water-wheel
Banh xe quay,Wheel-spin
Banh xe tu do,Free-wheel
Banh xich,Sprocket
Banh yen mach,Oatcake
Banjo,Banjo
Banksia,Banksia
Bannister,Bannister
Bannock,Bannock
Banquette,Banquette
Banshee,Banshee
Bantam,Bantam
Bantamweight,Bantamweight
Banter,Banter
Bantustan,Bantustan
Banyan,Banyan
Bao,Inform| Leopard| Stormy
Bao Binh,Aquarius
Bao anh,Photojournalism
Bao bi,Packaging
Bao boc,Foreclose
Bao cao,Rapport| Repertory| Report
Bao cao cuoi cung,Endpaper
Bao cao su,Condom
Bao cat,Sandbag| Sandstorm
Bao che,Covering
Bao chi,Journalism| Newspaper| Newspeak
Bao chua,Tyrant
Bao da,Holster
Bao dam,Sadism
Bao dom,Jaguar
Bao dong,Alert
Bao gio,Ever
Bao gom,Comprise| Contain| Include| Inclusive
Bao ham ngu y,Imply
Bao hanh,Guarantee
Bao hiem,Insurance| Insure
Bao hieu,Signalize
Bao hinh,Pictorial
Bao ho,Protectorate
Bao hoa,Perianth| Saturate| Saturation
Bao hoang,Royalist
Bao in,Newsprint
Bao kiem,Scabbard
Bao la,Immense| Immensely
Bao la cai,Tabloid
Bao loan,Riot
Bao lon,Breastwork
Bao luc,Ipa| Violence
Bao mat,Confidential| Evidential| Providential
Bao mau,Nanny
Bao mua da,Hailstorm
Bao phan,Anther
Bao quan,Presage
Bao quat,Comprehension
Bao quy dau,Foreskin
Bao su tu,Cougar
Bao tang,Museum
Bao tang Louvre,Louvre
Bao tap,Storm
Bao thai,Fetal
Bao thu,Avenge| Conservative| Vengeful
Bao thuc,Alarm| Alarmist
Bao to,Tempest
Bao ton,Conservancy| Conserve| Preserve
Bao tri,Maintopmast| Upkeep
Bao tro,Patronize
Bao trum,Encompass
Bao truoc,Foreshorten| Foretell| Forewarn
Bao tu,Spore
Bao tuyet,Blizzard| Snowstorm
Bao vay,Encircle| Enclosure| Gird| Siege
Bao ve,Protect| Protective| Safeguard| Security
Bao ve bo bien,Coastguard
Bao ve quan bar,Bouncer
Baobab,Baobab
Bap,Bap| Indrawn| Maize
Bap benh,Choppy| See-saw
Bap chan,Calve
Bap dui,Uda
Bap ngo,Cornflake
Bap ngot,Sweetcorn
Bap rang bo,Popcorn
Bap tay,Biceps
